userId,movieId,timestamp,imdb_score
3,44191,1298932740,6.4
3,48783,1298862361,5.4
3,50068,1298862467,6.7
3,58559,1298922071,5.8
3,84236,1298922130,6.9
4,10,949810645,7.2
4,34,949919556,6.9
4,112,949810582,6.1
4,141,949919681,5.5
4,153,949811346,6.6
4,173,949811346,6.1
4,185,949920047,6.3
4,260,949779042,7.2
4,289,949778802,7.4
4,296,949895708,7.3
4,329,949810618,6.1
4,349,949810582,7.7
4,356,949919763,6.1
4,357,949919681,8
4,364,949949538,7.3
4,367,949895887,7.9
4,380,949810534,5.5
4,410,949919883,5
4,431,949895772,7.7
4,434,949810688,6.6
4,435,949920135,5.7
4,440,949919802,5.8
4,442,949920028,6
4,464,949811315,6.4
4,480,949810582,6.9
4,541,949779091,6.4
4,588,949949486,7.4
4,589,949919938,5.5
4,590,949810534,5.9
4,594,949949538,6.8
4,596,949949638,7.5
4,610,949982238,6.8
4,616,949949444,8.1
4,858,949779022,6.5
4,903,949919189,7.2
4,910,949919306,6.7
4,913,949919247,8.1
4,919,949949396,7.6
4,1011,949919454,7.4
4,1016,949919322,7.6
4,1022,949949638,5.5
4,1028,949949638,6.7
4,1030,949896377,6.5
4,1031,949896377,6.6
4,1032,949949538,6.7
4,1033,949949638,6.4
4,1036,949896244,5.8
4,1073,949919372,7.4
4,1079,949811523,7.8
4,1089,949895732,6.6
4,1097,949778771,4.9
4,1125,949919399,6.5
4,1127,949896275,7.5
4,1136,949919372,6.2
4,1194,949919419,7.3
4,1196,949779173,7.5
4,1197,949811490,5.6
4,1198,949779173,8.2
4,1200,949896244,8.1
4,1206,949896159,6.4
4,1208,949779173,6.7
4,1210,949778714,6.6
4,1213,949895708,6.4
4,1214,949810261,7.5
4,1219,949779173,7.3
4,1220,949811523,7.5
4,1222,949918693,5.8
4,1225,949779173,7.5
4,1230,949919372,6.6
4,1240,949896244,6.7
4,1243,949919519,3.7
4,1257,949811602,6
4,1258,949918743,6.4
4,1259,949811559,6.1
4,1265,949919591,6.4
4,1270,949811523,5.6
4,1278,949919372,8
4,1282,949949396,5.2
4,1285,949811559,7.1
4,1288,949811490,4.8
4,1291,949918743,7
4,1298,949918927,5.4
4,1307,949811602,6.6
4,1332,949896275,6.7
4,1334,949982274,6.2
4,1344,949919247,6.1
4,1356,949810582,5.3
4,1371,949810302,6.3
4,1372,949920004,7
4,1374,949918787,7.6
4,1376,949918904,6.7
4,1377,949810688,8.1
4,1380,949896377,6.7
4,1387,949810261,6.5
4,1388,949810302,7.3
4,1396,949895772,5.1
4,1544,949811230,6
4,1580,949919978,6.1
4,1663,949811559,5.9
4,1674,949896244,7.8
4,1805,949895864,5.8
4,1858,949919738,6.3
4,1917,949810688,4.3
4,1918,949895956,6.4
4,1953,949810261,6.1
4,1954,949810261,6.5
4,1961,949918743,7.1
4,1967,949949538,6.4
4,1968,949811559,6.5
4,1994,949896309,6.3
4,2000,949811602,7.5
4,2002,949895907,4.9
4,2003,949918970,5.8
4,2005,949896070,7.6
4,2014,949919454,6.2
4,2018,949778771,5.5
4,2020,949811738,5.4
4,2021,949896114,5.8
4,2033,949982239,7.1
4,2034,949896183,5.4
4,2046,949810618,3.7
4,2054,949896114,6.7
4,2064,949918648,7.2
4,2078,949949444,8.8
4,2080,949919306,5.8
4,2081,949982239,6.8
4,2085,949949444,3.8
4,2086,949896114,7.1
4,2087,949949638,7.2
4,2091,949896183,5.9
4,2094,949920028,7.1
4,2096,949949538,8.1
4,2100,949896114,7.2
4,2102,949949396,6.9
4,2105,949896114,4.4
4,2109,949919399,6.5
4,2110,949896309,8.5
4,2114,949918927,7.7
4,2115,949918994,7.4
4,2124,949919763,8
4,2140,949896070,5.7
4,2141,949982239,8.5
4,2143,949896114,7
4,2144,949811603,7.8
4,2161,949896070,7.2
4,2174,949896070,6.4
4,2193,949896070,5.5
4,2194,949918764,6.7
4,2248,949811559,6.1
4,2263,949896309,8.5
4,2268,949895772,6.9
4,2289,949919556,7.3
4,2348,949918927,6.7
4,2371,949811603,6.9
4,2403,949918994,5.1
4,2406,949918994,6.8
4,2409,949810302,5.8
4,2454,949982274,6.7
4,2467,949918875,6
4,2551,949896275,5.7
4,2616,949895993,8
4,2628,949810582,8.2
4,2640,949810261,5.4
4,2659,949918671,7.2
4,2683,949896497,7.5
4,2699,949896497,7
4,2716,949811523,3.3
4,2723,949810582,6
4,2734,949778714,7.1
4,2770,949896521,5.4
4,2788,949919399,6.1
4,2791,949811490,5.3
4,2795,949811603,2.2
4,2797,949896070,7
4,2804,949811738,3.8
4,2822,949811230,6.9
4,2867,949918875,7.2
4,2872,949896114,7.3
4,2877,949896377,6.3
4,2902,949896309,7.5
4,2903,949896309,7.6
4,2916,949810534,6.8
4,2918,949811559,5.2
4,2968,949896070,7.7
4,2986,949896015,6.2
4,2987,949918807,7.7
4,2991,949810261,4.3
4,3016,949896543,6.9
4,3034,949949444,6.6
4,3039,949811559,7
4,3040,949919419,6.7
4,3060,949919656,8.2
4,3071,949918715,8.9
4,3101,949896275,8.7
4,3104,949811603,5.5
4,3108,949919738,5.7
4,3169,949918904,6.3
4,3208,949778946,5.9
4,3210,949811523,7.6
4,3251,949918970,6.6
4,3255,949919738,5.3
4,3263,949919845,6
4,3265,949895732,8
4,4006,949982238,5.6
5,3,1163374957,5.9
5,39,1163374952,7.3
5,104,1163374639,7.9
5,141,1163374242,6.8
5,150,1163374404,6.6
5,231,1163373762,6.6
5,277,1163373208,7
5,344,1163373636,7
5,356,1163374152,7.3
5,364,1163373752,5.5
5,367,1163373755,8.5
5,377,1163373610,7.5
5,440,1163374477,7
5,500,1163373718,7.8
5,586,1163374392,7.6
5,588,1163373551,7.6
5,595,1163374190,6.1
5,597,1163373711,6.8
5,788,1163374993,5
5,858,1163373651,7.1
5,903,1163373135,5.5
5,919,1163374286,5.6
5,1022,1163373316,7.1
5,1035,1163373103,4.9
5,1193,1163374173,7.4
5,1221,1163374239,5.7
5,1247,1163374582,6.4
5,1307,1163374495,5.9
5,1380,1163373044,5.5
5,1393,1163374165,6.9
5,1485,1163374608,6.2
5,1544,1163374562,7
5,1682,1163374214,5.6
5,1721,1163373744,7
5,1777,1163374601,6.8
5,1784,1163374251,5.4
5,1923,1163373726,6.1
5,1961,1163373675,6.7
5,1968,1163374324,4.3
5,1997,1163374593,6.9
5,2023,1163373188,8
5,2081,1163373109,4.4
5,2273,1163373276,7.3
5,2294,1163373251,6.3
5,2355,1163374184,6.7
5,2424,1163373193,7.7
5,2502,1163374290,6.5
5,2683,1163373679,7.8
5,2694,1163373293,6.4
5,2706,1163374246,7.8
5,2762,1163373743,5.8
5,2770,1163374947,7.1
5,2918,1163374278,7.1
5,2997,1163374127,8.6
5,3114,1163374263,6.8
5,3176,1163374408,4.8
5,3408,1163374137,6.2
5,3753,1163373148,6.9
5,3897,1163374235,7.3
5,3948,1163374198,6.6
5,4014,1163373273,6.9
5,4018,1163375025,6.2
5,4022,1163373696,6.7
5,4025,1163375145,7.6
5,4306,1163374103,6.7
5,4308,1163374354,6.2
5,4447,1163375033,7.3
5,4718,1163375131,6
5,4963,1163373548,7.1
5,4995,1163373616,7.1
5,5266,1163374995,5.5
5,5299,1163373299,7.8
5,5349,1163373606,5.6
5,5464,1163374443,7.5
5,5669,1163374206,5.4
5,5679,1163374389,4.3
5,5816,1163373688,4.9
5,5995,1163374533,7.1
5,6218,1163374491,6.4
5,6373,1163374572,6.9
5,6377,1163373626,4.3
5,6502,1163374455,6.1
5,6711,1163373238,7
5,6942,1163374511,7.7
5,8376,1163374742,5.9
5,8464,1163374381,6.7
5,8622,1163374118,6.5
5,8636,1163373593,7.1
5,8644,1163374426,7.3
5,30707,1163374340,6.5
5,30749,1163374702,7
5,30793,1163374177,6.8
5,33166,1163374211,7.2
5,33679,1163374517,6.4
5,34162,1163374227,6.1
5,35836,1163374275,6.7
5,40819,1163374283,6.4
5,41566,1163374144,4.4
5,41569,1163374167,5.4
5,48385,1163374357,6.5
6,111,1109258212,6.7
6,158,1108134263,8.1
6,173,1109258228,5.6
6,293,1108134539,6.3
6,596,1108134269,7.3
6,903,1108134299,6.1
6,1204,1108134266,7.7
6,1250,1108134284,6.4
6,1259,1109258196,8.8
6,1276,1108134309,6.8
6,1285,1108134339,6.6
6,1358,1109258181,7.2
6,1639,1109258179,6.9
6,1687,1109258281,5.2
6,1747,1109258194,4.9
6,1876,1108134334,6.3
6,1909,1108134344,5.6
6,2001,1108134289,5.5
6,2019,1109258270,6.7
6,2072,1109258285,7.6
6,2174,1109258175,5.7
6,2502,1108134291,4.6
6,2528,1109258245,7
6,2529,1108134293,5.2
6,2571,1109258202,5.1
6,2657,1108134271,6.6
6,2692,1108134274,7
6,2723,1109258257,6.7
6,2761,1108134545,7.6
6,2890,1109258199,7.3
6,3052,1108134337,5.9
6,3114,1109258183,5.6
6,3300,1109258250,6.5
6,3751,1109258190,5.9
6,4641,1109258217,7
6,4975,1109258226,5.3
6,5952,1108134311,5.9
6,7090,1108134534,6.3
6,7153,1108134519,6.4
6,7361,1108134524,6.9
6,8368,1108134526,6.3
6,8636,1108134537,7.3
6,8784,1108134531,5.8
6,8874,1108134521,5.2
7,1,851866703,2.4
7,10,851869035,5.7
7,21,851867289,5.8
7,31,851868750,5.6
7,34,851867861,6
7,40,851866901,5.8
7,104,851866744,6
7,110,851868188,5.7
7,112,851866720,6
7,141,851866704,7.8
7,151,851868206,4.2
7,198,851868704,5.6
7,207,851868705,4.4
7,260,851869062,8.2
7,272,851868188,8.5
7,316,851869161,5.8
7,318,851868187,6.5
7,329,851868524,7.2
7,333,851867345,6.7
7,345,851867621,3.4
7,355,851867941,5.9
7,356,851868188,7.8
7,357,851867436,5.9
7,364,851868020,4.1
7,367,851867790,6.8
7,377,851869291,5.8
7,380,851869291,7.5
7,480,851869161,6.9
7,500,851867669,6.5
7,534,851868246,6.9
7,539,851867688,7.9
7,541,851869035,7.4
7,551,851868019,6.7
7,588,851868044,7.4
7,589,851869140,6.9
7,590,851868186,6.8
7,592,851868863,6.7
7,594,851868020,5.1
7,595,851868044,4.1
7,610,851868074,7.3
7,671,851866806,6
7,708,851866744,7.3
7,720,851868019,7.5
7,724,851866784,5.4
7,736,851866704,5.9
7,737,851866763,7.1
7,745,851868020,6
7,780,851866703,6.5
7,786,851866744,8.3
7,924,851868289,5.7
7,1036,851869102,7.6
7,1073,851866744,6.6
7,1079,851867320,5.4
7,1080,851867289,7.3
7,1097,851868308,6.5
7,1125,851867553,6.6
7,1129,851869103,6.6
7,1136,851867289,5.9
7,1148,851868019,6.7
7,1196,851869034,6.1
7,1197,851867289,6.6
7,1198,851869035,6.6
7,1210,851869034,5.3
7,1220,851867379,6
7,1223,851868044,6
7,1225,851868246,4.7
7,1231,851868321,6.1
7,1240,851869062,7.2
7,1242,851868289,6.4
7,1270,851867436,6.1
7,1275,851869080,5.9
7,1278,851867436,6
7,1287,851868332,6.3
7,1288,851867401,5.6
7,1291,851867320,6.4
7,1298,851868471,7.1
7,1302,851868471,6.6
7,1307,851867401,4.6
7,1353,851866935,8.4
7,1371,851869160,7.1
7,1372,851869102,7.4
7,1373,851869230,6.9
7,1374,851869035,4.5
7,1375,851869140,7.1
7,1376,851869062,6.5
7,1394,851867688,5.3
7,1405,851866978,6.7
7,1408,851869140,7.2
8,32,1154465405,7.2
8,45,1154389572,5.5
8,47,1154464836,5.8
8,50,1154400173,6
8,110,1154473268,6.6
8,260,1154464829,8.3
8,282,1154389420,6.7
8,296,1154465380,6
8,318,1154464714,7.1
8,356,1154400390,6
8,457,1154400475,7.5
8,520,1154389356,6.9
8,524,1154400357,5.6
8,527,1154400170,5.6
8,543,1154389386,4.5
8,589,1154464853,7.1
8,593,1154464833,6.5
8,628,1154400284,6.4
8,805,1154389432,5.8
8,858,1154400181,8
8,1196,1154464841,6.2
8,1197,1154464887,7.2
8,1198,1154464730,6.1
8,1210,1154464769,7.6
8,1219,1154465573,6.3
8,1225,1154465394,6.3
8,1258,1154465555,6.3
8,1259,1154464811,7.7
8,1265,1154465230,7
8,1270,1154464747,5.3
8,1291,1154464720,5.6
8,1302,1154400465,5.2
8,1358,1154474527,5.4
8,1387,1154465285,6.4
8,1393,1154400324,5.9
8,1500,1154465235,6.3
8,1552,1154389408,6.5
8,1617,1154464990,3
8,1625,1154389385,3.6
8,1674,1154389491,5.8
8,1704,1154473252,6.2
8,1754,1154400308,5.6
8,1777,1154400458,5.4
8,1876,1154389528,6.1
8,1961,1154473322,4.2
8,2028,1154473259,6.7
8,2100,1154389460,4.2
8,2139,1154465222,6.4
8,2194,1154464735,4.9
8,2302,1154400414,6.8
8,2324,1154464850,7.7
8,2329,1154473217,5.6
8,2353,1154389340,6.4
8,2423,1154400351,7.2
8,2502,1154464889,6
8,2571,1154464738,5.9
8,2716,1154464944,7.9
8,2762,1154464717,6.8
8,2770,1154389541,7.1
8,2791,1154465558,5.9
8,2797,1154400340,5.9
8,2804,1154473419,6.2
8,2841,1154400360,7.4
8,2858,1154464950,7
8,2918,1154473364,5.4
8,2959,1154464901,8.6
8,3147,1154400266,6.5
8,3578,1154400441,6.4
8,3916,1154400198,7.6
8,3948,1154389482,5.5
8,3996,1154465526,7.4
8,4011,1154464873,8.7
8,4019,1154400245,7.6
8,4034,1154465279,7.5
8,4226,1154464905,5.5
8,4262,1154464915,7.6
8,4448,1154400334,6.5
8,4886,1154464808,6.9
8,4896,1154400398,6.7
8,4963,1154400383,6.6
8,4973,1154465373,7.2
8,4993,1154464819,6.4
8,4995,1154389449,6.4
8,5064,1154400236,6
8,5378,1154389552,6.1
8,5445,1154400449,6
8,5464,1154464756,6.4
8,5630,1154400407,6.4
8,5650,1154465399,7.3
8,5669,1154465385,5.2
8,5952,1154464762,6.6
8,5989,1154400444,6.3
8,6377,1154389474,5.9
8,6378,1154400191,6.4
8,6870,1154464895,6.7
8,6874,1154465296,5.4
8,6879,1154400253,6.4
8,7143,1154400294,6.7
8,7153,1154464753,6.2
8,7361,1154465367,6.1
8,7438,1154464994,8.8
8,8533,1154400471,7.1
8,8784,1154464868,8.1
8,8873,1154465499,5.7
8,8874,1154465548,5
8,32587,1154465243,5.1
8,33166,1154473310,6.9
8,33493,1154400263,4.8
8,33794,1154464726,6.5
8,34162,1154400423,5.1
8,40583,1154473088,7.1
8,40819,1154473264,7.5
8,42007,1154473042,6.2
8,43556,1154473022,6.3
8,43871,1154473014,8.1
8,44004,1154473017,6.6
9,1,938629179,6.9
9,17,938628337,6.1
9,26,938628655,4.3
9,36,938629110,6.6
9,47,938628897,6.8
9,318,938628966,3.8
9,497,938628777,5.9
9,515,938628577,7.9
9,527,938628843,6.3
9,534,938628337,5.5
9,593,938628843,7.7
9,608,938628843,6.3
9,733,938628337,7.1
9,1059,938629250,8.5
9,1177,938629470,5.9
9,1357,938628655,5.8
9,1358,938628450,8.1
9,1411,938628655,7.9
9,1541,938628777,7.2
9,1584,938629341,6.3
9,1680,938629054,8.1
9,1682,938628690,7
9,1704,938628966,5.5
9,1721,938629470,6.7
9,1784,938628966,5.2
9,2028,938629341,7
9,2125,938629522,6.1
9,2140,938629747,6.6
9,2249,938629053,5.5
9,2268,938629053,5.9
9,2273,938628777,5.4
9,2278,938628897,6.4
9,2291,938629341,5.7
9,2294,938629250,6.7
9,2302,938628843,7.1
9,2391,939122916,6.8
9,2396,938628577,6.5
9,2427,938629681,7.6
9,2490,938629681,5.5
9,2501,938628966,6.5
9,2539,938629341,7
9,2571,938628450,5.8
9,2628,938628843,7.3
9,2762,938627748,6.6
9,2857,938629681,4.4
10,50,942766420,7.7
10,152,942766793,5
10,318,942766515,7.7
10,344,942766603,4.4
10,345,942766603,6.1
10,592,942767328,5.4
10,735,942766974,6.8
10,1036,942767258,6.5
10,1089,942766420,7
10,1101,942767328,6.3
10,1127,942767328,6.3
10,1196,942767258,6.1
10,1197,942767258,6.1
10,1198,942767258,7.3
10,1200,942767258,5.3
10,1210,942767258,5.4
10,1220,942767328,6.2
10,1240,942767258,6.6
10,1291,942767258,5.9
10,1358,942766420,6.3
10,1423,942766420,7.2
10,1459,942766725,6.8
10,1499,942766845,6.1
10,1611,942767029,7.8
10,1690,942766679,5
10,1704,942766472,6.2
10,1719,942766472,6.7
10,1887,942766845,4.9
10,1923,942766515,7.4
10,2108,942766472,7.1
10,2344,942766991,6.2
10,2406,942767328,4.9
10,2410,942767328,6.1
10,2539,942766845,6.1
10,2571,942766515,6.4
10,2826,942766109,6.3
10,2827,942766251,6.8
10,2840,942766213,6.6
10,2841,942766029,5.7
10,2881,942766164,5.9
10,2890,942765978,6
10,2907,942766213,6.1
10,2926,942767121,6.7
10,2995,942766251,6.7
10,3005,942766059,7.9
10,3019,942767571,5
11,50,1391658537,4.3
11,70,1391656827,5.7
11,126,1391657561,6.7
11,169,1391657297,6.7
11,296,1391658423,8.1
11,778,1391658505,6.1
11,785,1391656845,5.6
11,923,1391658556,6.6
11,1027,1391658634,6.9
11,1201,1391658440,4.8
11,1408,1391658667,6.2
11,1918,1391657062,6
11,2042,1391657376,4.9
11,2596,1391657543,5.6
11,2762,1391658583,6.1
11,3424,1391657112,6.1
11,5669,1391658601,4.8
11,6598,1391657861,5.5
11,26614,1391658574,3.8
11,48516,1391658450,6.5
11,51084,1391657605,6
11,58295,1391657459,6.7
11,71211,1391657720,8.1
11,77455,1391658141,4.9
11,79132,1391658115,7.3
11,80489,1391658399,6.4
11,80906,1391658137,6.6
11,81158,1391658210,6.7
11,81562,1391658218,3.6
11,88129,1391658385,5.7
11,91500,1391658311,6
11,91529,1391658125,4.9
11,91548,1391658270,4.7
11,96079,1391658186,6.3
11,96861,1391657924,5.9
11,97938,1391657610,5.9
11,104841,1391658157,7
11,106487,1391657798,7.5
12,253,968045587,5.6
12,529,968045407,6.4
12,538,968045438,6.3
12,608,968045353,4.3
12,673,968045732,5.9
12,736,968045680,6.7
12,737,968045764,5.5
12,1028,968045500,6.2
12,1032,968045561,8.8
12,1077,968045500,5.2
12,1197,955407153,7
12,1215,968045353,6.6
12,1220,955407153,7.3
12,1230,968045354,5.6
12,1235,968045354,6.6
12,1295,955407153,5.4
12,1374,968045475,6.3
12,1387,968045475,7.9
12,1639,968045438,6.3
12,1732,968045529,6
12,2259,955407153,7.2
12,2355,968045475,5.1
12,2460,968045680,7.3
12,2529,968045475,8
12,2668,968045764,6.2
12,2959,968045407,6
12,3146,968045732,6.7
12,3148,968045379,8.1
12,3176,968045649,6.4
12,3179,968045354,8.4
12,3298,968045529,8
12,3324,968045732,6.3
12,3408,968045379,6.4
12,3474,955407153,6.6
12,3770,968045619,6.4
12,3773,968045680,6
12,3780,968045619,6.6
12,3791,968045232,5.9
12,3793,968045232,6.4
12,3794,968045232,6.3
12,3798,968045232,7.3
12,3799,968045198,6.8
12,3801,968045198,7.2
12,3809,968045172,5.7
12,3825,968045142,6
12,3827,968045142,6.5
12,3829,968045106,5.8
12,3831,968045106,5.8
12,3841,968045074,6.7
12,3844,968045074,7.8
12,3861,968045015,5.6
12,3863,968045015,5.8
12,3864,968045015,7.4
12,3865,968045015,6.9
12,3869,968044981,5.5
12,3871,968044981,6.3
12,3873,968044981,4.7
12,3879,968044949,5.6
12,3885,968044949,6.4
12,3886,968044949,4.2
12,6184,968045173,6.4
13,1,1331380058,7.7
13,47,1331380914,7.7
13,110,1331380038,5.3
13,277,1331379348,6.7
13,296,1331380895,7.7
13,318,1331380029,5.7
13,356,1331380018,7.6
13,362,1331379479,6.4
13,480,1331380025,5.6
13,524,1331379485,6.8
13,527,1331380901,2.4
13,531,1331379483,6.2
13,587,1331380851,5.9
13,590,1331380062,7.1
13,914,1331379366,7.6
13,919,1331380871,5.5
13,1027,1331379520,7
13,1259,1331380814,7.1
13,1265,1331380845,7.4
13,1918,1331379386,7.6
13,1961,1331380745,5.9
13,2355,1331380741,5.9
13,2571,1331380888,8
13,2572,1331379777,7.4
13,2761,1331379470,5.8
13,2762,1331380765,6.3
13,2804,1331380731,5.7
13,2908,1331379494,5.1
13,2918,1331380761,7.6
13,3114,1331380738,6.4
13,3147,1331380752,7.4
13,3255,1331379342,8.2
13,3396,1331379599,6.5
13,3624,1331379574,5.5
13,4306,1331380721,6.5
13,4310,1331379506,5.6
13,4321,1331379589,4.9
13,4718,1331379530,4.6
13,4878,1331380145,7.9
13,4886,1331380834,7.1
13,4993,1331380883,6.9
13,5989,1331380785,7.3
13,6377,1331380734,7
13,7361,1331380159,7.7
13,7502,1331380306,6.7
13,54286,1331380782,6.3
13,58559,1331380873,5.8
13,64614,1331380830,7.1
13,69757,1331379748,7.3
13,78499,1331380725,6.4
13,81834,1331380387,7.1
13,88125,1331380390,7.6
13,93363,1331379985,6.8
14,594,976243997,6.6
14,1196,976243997,6.7
14,1721,976243912,6.1
14,2038,976244179,6
14,2355,976244179,7.6
14,2394,976244471,7.1
14,2628,976243933,5
14,2683,976244131,7.1
14,2716,976244313,6.2
14,2720,976244367,5.6
14,2724,976244524,5.4
14,2861,976244287,7.4
14,3114,976244591,5
14,3157,976244564,5.2
14,3175,976244313,7.6
14,3354,976243997,6.6
14,3623,976244423,7
14,3751,976244205,5.7
14,3986,976244107,8.2
14,3988,976244343,6.2
15,1,997938310,7.9
15,2,1134521380,6.6
15,5,1093070098,4.7
15,6,1040205753,6.3
15,10,1093028290,6.1
15,11,1093028381,6.7
15,14,1166586286,6.1
15,16,1093070150,7
15,17,997939404,7.4
15,19,1093028409,7.3
15,21,1058249528,5.8
15,22,1093070415,6.7
15,25,1033345172,5.8
15,32,997938466,7.8
15,34,997938310,6.6
15,36,1033345287,6.5
15,39,1093028334,6.7
15,44,1122576665,7.3
15,47,1054449816,5.8
15,50,997938500,5.5
15,52,1093070271,6.3
15,62,1093028336,7.4
15,70,1093070467,5.9
15,82,1044220302,6.2
15,94,1166587063,5.9
15,95,1093028331,6.5
15,101,1134522072,4.4
15,104,1093070113,3.5
15,107,1166586594,6.6
15,110,1040205792,6
15,111,997938500,6.4
15,112,1093070156,6.5
15,123,997938358,7.8
15,125,1245362506,4.3
15,145,1134521543,4.2
15,149,1075142933,6.5
15,150,997939380,6.1
15,153,1128274517,6.3
15,157,1052896975,6.2
15,160,1093028411,5.9
15,161,1093028319,5.9
15,162,997938676,6.5
15,163,1166586021,6.4
15,164,997938413,6.5
15,165,1093028183,5.7
15,170,1166586376,7.5
15,172,1093070329,8
15,175,1166587180,7.3
15,176,1046209579,6.7
15,180,1166586276,7.5
15,185,1052896916,5.4
15,193,1193435347,6.6
15,196,1093070170,7.7
15,198,1134521967,5.8
15,208,1193435482,6.4
15,214,1033345241,5.6
15,215,1054449903,6
15,216,1349622582,6.2
15,223,997939415,5.9
15,225,1134521432,5.1
15,230,1033345068,6.8
15,231,1093028308,7
15,232,1033345227,6
15,233,1033344772,5.1
15,235,997939415,5.8
15,237,1166586251,6.2
15,246,997938656,6.4
15,247,997938567,4.8
15,252,1093070318,4.9
15,253,1093028328,5.6
15,260,997938437,5.5
15,265,1058250479,3.7
15,288,1093028372,5.9
15,292,1093028298,8.5
15,293,997938567,6.3
15,296,997938771,7.4
15,300,1054449869,7.6
15,306,997938737,8.3
15,307,997938894,6.6
15,308,1052897100,6.9
15,316,1052896866,6.7
15,317,1093028399,6.8
15,318,997938727,4.6
15,322,1120209787,7.1
15,329,1093028255,6.4
15,335,997938391,6.4
15,339,1122576622,7.4
15,342,1058250589,6.4
15,344,1093028220,6
15,349,997939193,6.5
15,353,1093070088,7.8
15,355,1122576667,6
15,356,1058250631,7
15,357,1058250490,6
15,364,997939065,7.8
15,367,1374637824,6.1
15,370,1122576670,6.8
15,371,1443385370,6.4
15,372,1465793100,7.7
15,373,1054449871,8.1
15,377,1033344267,4.5
15,380,997939179,5.8
15,382,1166586661,6.3
15,429,1465955324,5.7
15,431,1132469126,7.2
15,434,1093028320,7.6
15,435,1093070102,4.7
15,440,1058250627,6.6
15,441,997938322,6.8
15,442,1193435522,7.3
15,454,1093028323,2.7
15,457,997938567,4.8
15,466,1134521456,6.3
15,471,1166586067,5.5
15,474,1093028384,6.2
15,480,997939193,5.8
15,481,1166586748,5.7
15,483,997938905,6.5
